,content,userName,reviewId,title,appId,score_x,thumbsUpCount,dominant_topic,dominant_topic_meaning,developer,genre,contentRating,containsAds
5994,It's very helpful! To help of this app My baby 2 years old is already learned counting 1-10.,Jeniza Requizo,dfb65be9-c587-4439-8239-313e016df652,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,5,129,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
6004,"This is an awesome app, very interactive and friendly app for kids.",Tami Innocent,c3fdcd12-cfac-4688-bdff-e3f2b65c6946,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,5,115,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
6009,"I don't think its smart to have all the""look at ads, your story(not4kids), and change language""all on the home screen its frustrating. The adult section is secure pretty well so they should go there. I don't get the child only has to hold the button down 3 seconds to change the Language when changing the Language options are already in the adult menu. Plus sure we can take the ads away but as soon as the game is reopened they're there again. You should be able to pay to have it removed.",Jessie,5ff6135e-3c26-45db-9540-42c0b0754de6,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,3,172,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
6069,"Excellent app. I dowloaded it when i failed teach number4 to my three and half year old baby. But there is no option to repeat that number. After writing 4... it will goes to 5, 6, 7, 8, 9.....",parvathy gopinath,299ba1a0-7e0f-490d-bc12-47de83b7b7d2,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,4,135,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
6074,"Thank God for this team of people who wilingly made an app with no in app purchases and adverts! My 2 year old son has mastered A to Z, 1 to 10, shapes and colors partly with the assistance of this app. Ive downloaded almost all of RV appstudio app for my child cause its definitely beneficial. And i would prefer my son play with your app then watching youtube online. Thank you so much once again for this brilliant app! It help busy moms like me. 💓",Nareeza Rahim,3349e765-6ba1-4f1f-8d88-4c78b701686b,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,5,452,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
6079,"Their mission of educating kids without a cost is brillant! I just hope the tracing is divided by tens (1-10, 11-20, etc.) so we can focus the kids per section. Nonetheless, RV AppStudios is amazing by just how their mission is. Hope you make more apps! 🤩🤩🤩🤩🤩",Ada Matilda Celestine Flores,2ca35c15-9e34-4ebf-a9de-114ef7924f30,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,5,179,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
6099,"This is an amazing app, my 2 year old loves this and the letters tracing app through the same company. He counts to 15 and is starting to understand how numbers work. It has also helped his hand eye coordination quite a bit. Best app i have downloaded for him by far.",Jen A,74d909d8-3e3d-49e7-97f5-2dba0fa3e6b4,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,5,114,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
6102,Excellent app. My son who is on the autistic spectrum doesn't like to write at all. This app not only helps him learn how to write but also helps him focus. The best part is that there are no ad pop ups and in app purchases.,Milaap Koppikar,8ecb1e1b-4872-4cfb-81f0-d4e3be43799b,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,5,129,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
6111,"Excellent set of apps to help younger people engage with learning and motor skills. I have downloaded a number of apps from the same authors and they are extremely popular with our three year old. They have great graphics, sound and haptics and son will often give indications of glee when using them. Really, I am extremely impressed with all materials from RV. Brilliant production values and no in-app purchases, no nag screens or ads.",owen burns,fbf740ae-f250-4a73-a9e9-ce0a64ff0431,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,5,291,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
6140,"I love RVstudio games: great graphics, music, fun games, rewards, learning path for more than one child, great game settings/options. Dont like with 123Numbers: 1) despite settings, i cant write numbers with one movement 2) cant turn off numbers 10+ for my really young child 2) annoying process to switch players. Suggest: have all players icons visible on main screen: and can long press it to change.",Sharon S,40da9b65-6005-45f7-90c2-637a2c2d1c4b,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,3,257,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
6164,App is really good. However want to share my thoughts. The range of numbers is 1-50 in this app. I wish if we could select the range of numbers. Since my daughter is still learning 1-10 fill in the blanks higher than 10 or touch numbers like 17 becomes useless for her. Hope you get my point. Also you can add the number of matching numbers with objects. Thank you.,Nidhi Gandhi,146df823-35a7-476f-a107-58e06707c1b8,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,4,448,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
6166,This is an EXCELLENT way for me to continue my son's education while at home and during summer break. He is a special needs student and is nonverbal. He has Koolen DeVries Syndrome and has extremely low muscle tone. This app allows him to trace the numbers and letters successfully while allowing him to take breaks when needed without counting his attempt wrong!! My 2yr old girl is loving it as well. She loves the applause she gets after completing the trace successfully!!! Love this!!!!❣❣❣❣,Brandi Toon,93ce058d-4501-4520-bbb0-6f2ef247a708,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,5,173,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
6172,"Really like it but would be good if you were able to set a range of numbers you'd like to use. For example easy (0-9), medium (0-19), hard (0-100). Trying to teach individual number characters, so want to just do single digits to start with. In particular would like to do the above for the balloon popping game, plus others.",Tudor Davies,393cbcb3-fb83-4e92-a95f-0ae156015335,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,4,162,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
6188,"Fantastic learning games, we have also downloaded the alphabet app which is absolutely wonderful! The only issue I have is that I can't choose to limit the numbers in all of the games, just the teaching mode. The number matching game goes to 20 and that's just far too much for my son at the moment. With that said this is a free app with tons of great features and no adds or in store purchases, so it's definitely worth a download.",A Google user,d671baeb-16f7-4757-aebb-9d7cfacc3c56,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,4,752,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
6215,"I love the game. It's made learning numbers fun for my 20 months old boy. And without ads? It's a miracle! Thanks for the app. I however, wish the application could be updated to allow the settings made in the teaching mode to cut across all the games and lessons and not limited to the tracing alone.",A Google user,0eacf7bb-cfde-4f6b-a15b-02bc0158e908,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,4,164,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
6227,"This is great! I have been through alot of the so called free learning apps and this one actually is. No extra lessons or games in app to buy wich makes this great he can play and do everything with no limits on purchasing extra. I am very impressed with the way it it set up, And gives parents the options to review their childs progress. I have been very dissapointed even in paid learning apps of this type. I will definitely be sharing this app to other parents!",A Google user,e5fc9be0-5faa-4bec-a9b9-3277b4aa8481,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,5,207,0,Payment and Ads,RV AppStudios,Educational,Everyone,False
6244,"What a wonderful,well done teaching app! All the RV apps for children are quality... I'll highly recommend them! Thankyou to your whole team!😁",A Google user,9bac8bea-5f5e-4b7c-aeac-7f08c971b6fd,123 Numbers - Count & Tracing,com.rvappstudios.numbers123.toddler.counting.tracing,5,102,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
6353,"the app is an excellent tool for kids learning, I greatly recommend it for anyone to install for their kids. one amazing thing that I cherish about the app is that is offline, so with or without data your kid is good go, another thing that appeal to me is that app covered wide areas of kids learning. Great!",Apostle O.P Uchegwuoagwu,3abb98d2-ca48-4c4a-9b63-690184eef225,Kids Offline Preschool Games,com.kidzooly.puzzles,5,333,1,Praise and Comparisons,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6356,Good games can improve baby skills but bad games increase their stress levels. This game expects shapes to be placed very precisely which kids can't do as they are still developing. No clear instructions and learning mechanism for example there is a blue patch on left that means blue balloon must be poped but even if baby pop other balloons there is no difference. The sound the feedback makes baby understand wether he is winning or losing and based on that they learn. Bad game!!!!,abhilash nikose,be96445b-2a6f-4910-8d7f-534361010827,Kids Offline Preschool Games,com.kidzooly.puzzles,1,380,3,Graphics & Gameplay,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6377,Good game~ But some games are not opening. It is asking VIP member ship. So please cut the membership. Come to normal game.. But I give 3star ... The reason is The game is very good~Attractive~ Super.......,NAREN PARKER,4c50a922-d442-463a-95d7-1e4a56f34497,Kids Offline Preschool Games,com.kidzooly.puzzles,2,247,2,Issues Concerns,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6408,the ads below the book is irritating my child unintentionally keep on pressing the ads.,kyron otadoy,4c9c235d-20ce-4910-8295-c449a3a4ea05,Kids Offline Preschool Games,com.kidzooly.puzzles,3,132,3,Graphics & Gameplay,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6418,Not bad so far but needs a pin option. I've been to settings and the only options are sound and music.,Winter Dream,b1fb2613-2acc-4b1e-8a42-dfc42fd40cb8,Kids Offline Preschool Games,com.kidzooly.puzzles,4,205,3,Graphics & Gameplay,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6422,It's good for preschoolers.....but my son whipped thru all the activities so fast he got bored pretty quick. But he just already has learned everything so someone that's just starting to teach their lil one then should be great tool.,Nicole Cipkowski-Keys,263fa45a-acea-44ee-92b5-d30460713c1a,Kids Offline Preschool Games,com.kidzooly.puzzles,4,206,3,Graphics & Gameplay,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6424,"This app is so wonderful. It is very helpful for our kids. It has different games in which children will enjoy and learn. Being a parent, I love the games and activities in here. Kids surely will learn easily. 🥰🥰🥰🥰🥰🥰🥰",Ma'am Eds05,7df0b10f-04b3-4946-b292-48f2e322ea4f,Kids Offline Preschool Games,com.kidzooly.puzzles,5,375,1,Praise and Comparisons,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6428,"Pseudo free learning app. Can hardly use for 3 seconds before the advertisement starts. And this happens after you close the advertisement repeatedly. Genuinely surprised that this app has such high ratings. Yes this app is marketed free and I understand you make money from advertisement, but really 3 seconds. It's like arm twisting to pay up for removing advertisements to use the app.",pangkhi medhi,b9c1638f-c2b3-4390-851c-19e5820b95de,Kids Offline Preschool Games,com.kidzooly.puzzles,1,239,0,Payment and Ads,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6445,"I've been waiting for hours to download this...!!! Now app is fully download,I can't even open the app its blank!!!!.. Plsss ...WHY???",Ricardo Yambao,c61ddc96-777f-4b20-90e9-83a608987fe3,Kids Offline Preschool Games,com.kidzooly.puzzles,1,144,2,Issues Concerns,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6446,It is a great game . My little brother enjoyed it alot . It is a fun and an educational game . I must be rating it over 10 stars . It is a lovely game for kids . And even l also love to solve puzzles. It is the best game . WOW .2️⃣0️⃣ Stars to this game from my side . LOVELY 👍,j2 Learning,0706d85a-9a6a-492d-9f3b-9563ae903c81,Kids Offline Preschool Games,com.kidzooly.puzzles,5,149,1,Praise and Comparisons,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6451,"Wish i could give zero or maybe minus stars to this app, it doesn't even get started, what else i would write about, i haven't even had a chance to look what's inside, how can be an app this bad... arrggghhhh, plain stupid",shweta maheshwari,746040a0-7010-42f7-b5ff-59aa294e0fbb,Kids Offline Preschool Games,com.kidzooly.puzzles,1,119,2,Issues Concerns,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6460,"My nephew hasn't tried it yet but I'll test it out to make sure it's kid safe first. But,so far it looks like he'll enjoy. Update: He loves playing this game and he loves putting all the little puzzle pieces in the right places 😊 I'd give it a more higher rating but three stars is what it gets. If it had an adjective in the puzzle also. Meaning red apple , you know say the colors or something else for kids to learn besides putting the puzzle pieces in the right place I'd rate it higher.",A Google user,d6c46f63-36c4-4943-bde1-75a705f13927,Kids Offline Preschool Games,com.kidzooly.puzzles,3,599,3,Graphics & Gameplay,"Kidzooly - Kids Games, Rhymes , Nursery Songs.",Educational,Everyone,True
6644,"The free version is ok, just offering a puzzle and maybe a game. It says to unlock all games it's 8 bucks. Usually I don't spend money on games but my son seemed to really enjoy this one so I did. It didn't seem to have done anything because the games are still locked. I tried to registered my account but the app was taking so long to register, I'm not sure if it went through or not. The app has many lags . This app would've been great if it actually had unlocked the games when I paid.",Isabel Herrera,68207a45-329f-4258-a0b8-7a0f7566d8a2,Dinosaur games for toddlers,com.amayasoft.dinosaur.games.little.kids.toddlers,1,286,3,Graphics & Gameplay,Amaya Kids - learning games for 3-5 years old,Educational,Everyone,False
6664,"Seems like it could be really good,but you only get 2 dinosaurs and further levels do not become available after completing previous ones,so you have to pay £2.99!!!!!! for each additional one. DO NOT INSTALL if you're not prepared to have a drying toddler or to pay an extra £30",Chris Palmer,a661b129-0013-4be9-adc7-466e0858c6ae,Dinosaur games for toddlers,com.amayasoft.dinosaur.games.little.kids.toddlers,1,228,3,Graphics & Gameplay,Amaya Kids - learning games for 3-5 years old,Educational,Everyone,False
6671,"Very dissapointing as only 2 dinos free and rest is paid. I hate it when developers lure parents into ""free"" games but then you need to pay to get any content. My son spent approx. 5 mins in the game before a prompt to pay appeared. Waste of time.",kasta9383,1655d653-f812-498d-86ca-64e8046f8333,Dinosaur games for toddlers,com.amayasoft.dinosaur.games.little.kids.toddlers,1,143,0,Payment and Ads,Amaya Kids - learning games for 3-5 years old,Educational,Everyone,False
6674,Disappointing. So many in app purchases. I wouldn't have downloaded if I'd known there was only one game. My 4 year loves the part he could play and if everything unlocked for a decent price I would do it. But not with $3 for every different mini game.,nikki mirdaingaming,08621873-1780-4784-9339-f04b921f0bcc,Dinosaur games for toddlers,com.amayasoft.dinosaur.games.little.kids.toddlers,1,181,3,Graphics & Gameplay,Amaya Kids - learning games for 3-5 years old,Educational,Everyone,False
6678,"My 2 year old daughter loves this game, but it's absolutely ridiculous that this game was not eligible for Google Play's Family Library. I bought it once for my phone, then I had to buy it again to unlock it on her new tablet. I've got over $6 invested in this game cause I had to unlock it twice! I should have just been able to share it with her device using the Family Library like I do with other games I've purchased. Come on Developer, you really need to look into that option with your game.",Ryan Campbell,7d08cfd5-ee64-4028-8b93-7bc52ca23be4,Dinosaur games for toddlers,com.amayasoft.dinosaur.games.little.kids.toddlers,3,189,0,Payment and Ads,Amaya Kids - learning games for 3-5 years old,Educational,Everyone,False
6680,"Pay to play. Only lets you play with 2 dinosaurs before charging $3 to continue. If you have tons of money, go for it, because otherwise it is great for amusing kids. I like the game, but you deserve a one star rating for the deception. You know what you did.",Ben Maerzke,8548173d-7918-406f-bcdd-c23eac83acd1,Dinosaur games for toddlers,com.amayasoft.dinosaur.games.little.kids.toddlers,1,142,3,Graphics & Gameplay,Amaya Kids - learning games for 3-5 years old,Educational,Everyone,False
6713,"My son loves it. You get 2 dinosaurs for free, allowing you to trial whether your child likes it, and the remaining 6 for £2.99. My son who is 2.5 enjoys the puzzles (which I didn't even know he could do as he's not interested in the wooden equivalents we have). He loves being able to tickle and feed the dinosaurs. The fact they spell out the names is a real help for learning them and the info sections are great too. He loves finding out about them all and their individual characteristics.",Sarah Masson,29feaae9-a53e-49ed-8890-a7f99bf45f43,Dinosaur games for toddlers,com.amayasoft.dinosaur.games.little.kids.toddlers,5,194,1,Praise and Comparisons,Amaya Kids - learning games for 3-5 years old,Educational,Everyone,False
6741,You have to pay to play within minutes! A response from the creator says there are 8 dinosaurs. Ok yes but 6 of them must be paid for! The 2 unlocked at the start of the game takes only minutes to be done with them. So unless you want to pay instantly to play with the other 6 or if your child enjoy endlessly tickling and feeding the same exact 2 dino's then I suggest you look elsewhere.,A Google user,6b2672f7-cecd-41a0-8fd3-8d77fc671cf5,Dinosaur games for toddlers,com.amayasoft.dinosaur.games.little.kids.toddlers,1,106,0,Payment and Ads,Amaya Kids - learning games for 3-5 years old,Educational,Everyone,False
6787,"My 3 yr old found this boring. Theres only 2 dinos everything else is locked so deleting. *To response: You can give gifts, feed the dinos, tickle them, do a puzzle, get facts, maybe there's supposed to be 8 but they didn't work for us & there's only so many times you can do the same thing. It's nice you created this, others seem to enjoy it but my 3 yr old has older siblings & asked to delete it & chose something else. No point arguing, we rated based on our experience compared to other games*",A Google user,7b73322e-c133-456b-ae6a-80f3f47b9ad8,Dinosaur games for toddlers,com.amayasoft.dinosaur.games.little.kids.toddlers,1,152,3,Graphics & Gameplay,Amaya Kids - learning games for 3-5 years old,Educational,Everyone,False
6900,Love this. Very educational with a great range of tasks. I to wish it would be available for to iPads too.,joejibber,a9b0d6fd-e873-4685-b2ed-ac453a0408bd,"Easy games for kids 2,3,4 year",com.joongly.kids.learning.games,5,113,1,Praise and Comparisons,Kakadoo,Educational,Everyone,False
6999,Works perfectly with subscription PLEASE BRING BACK MY FRIEND PEPPA SONG my daughter has autism and was heartbroken for months when it updated without it. Thanks,Miss S,35231722-0f26-403f-853d-c6eb0011262c,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,5,185,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7008,Horrendous app. Completely unusable due to glitches and tech issues. Complete waste of money.,Michelle Markram,9ce9c4b2-bc75-4016-b57c-5e350c92fd3c,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,118,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7018,"I'm so glad it came with a free trial, as it hardly let's me open the games. Yet to be able to go on the colouring section and only let us go on the play and learn a few times. Each time it just crashes. So annoying, especially for people who have paid for it :( we would have subscribed to this, but needs fixing before hand!",Becky Spence,41610a76-56bc-45fc-bfbf-a2b89550b5f2,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,324,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7026,Be this app is not working at all well it only worked for two games inside the game for my little son and my daughter is well it's a shame that I cannot even use it so now I'm trying to return my money 💰 I want it back cuz I had an it's not taking it easy I want to give the zero stars 😭 no one decided to get this game,Malusi Gumede,e8f7c738-c635-44be-8409-184ed583da55,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,209,0,Payment and Ads,Find Your Fun,Educational,Everyone,False
7036,"Are you joking? No way this is worth subscription. outright purchase maybe? If guaranteed new content were available every month, that would be different. (That was my dads this is his child's) Can you fix what my dad hated i love peppa pig",Mike,46dadff6-371d-41a8-980e-9344a90d6fbb,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,163,0,Payment and Ads,Find Your Fun,Educational,Everyone,False
7037,"Good thing I had a 7 day free trial. This game will not allow you to swap areas once you pick one. You have to close the app and then click the area that you want to play, and you have to constantly do this. It is more frustrating than enjoyable, this game is definitely NOT worth purchasing/ subscribing to in its current state.",ValiantXD818,622a5766-61e3-41d1-9347-77f76a0f8314,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,218,3,Graphics & Gameplay,Find Your Fun,Educational,Everyone,False
7048,I was excited to install this app because I thought it would be really fun to play this game... I was to be honest expecting more games and like that stuff but as a kid playing this I was kinda dissapointed since there was only like 3 games and there is no other games that is available what I mean is you need to pay just to play other games... I really recommend making some of the game free,John dioscoro Montilla,b4a780b4-b0d7-42c1-b0d3-ec2712b6eb15,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,3,112,1,Praise and Comparisons,Find Your Fun,Educational,Everyone,False
7049,"I'm aware I'm not the target audience for this app, i installed it because i was bored. This isn't a good app for kids, its so confusing and there's barely any actual content. Full of ads and in app purchases, tried to get me to spend £50 on a ""pro version"". If you're a parent just be aware of this x",Lizzy,7a98006b-0d58-4090-bd34-038bf8796eda,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,100,0,Payment and Ads,Find Your Fun,Educational,Everyone,False
7050,Installed and uninstalled multiple times and still no shortcut showing to allow my child to play. It says it's Installed but we can't access the game.,frances cowan (FRANKIE),e1ecbf7c-e8b1-401d-a55a-b80a0dd8f298,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,122,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7053,"My daughter really likes the app and asks for it often, BUT $6.99/mo is absolutely ridiculous! There are plenty of other apps available, of a similar or better quality, with more compelling & better-designed games. We liked the combo of games, vids, and paint/draw, but come on guys, you're pricing yourself out of the space. The IP is strong, but greed will push your loving customers away. Remember, you lose the parents... you lose the kids!",Rob Taylor,e6411e01-ff93-4d05-871d-fe28c6611276,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,3,236,0,Payment and Ads,Find Your Fun,Educational,Everyone,False
7056,I'm about to cancel my subscription as the app freezes so often its driving me mad. My autistic son doesn't understand what's going on and has started throwing his tablet in frustration which will soon result in it breaking and him being unable to use any app. It's a real shame as this is his favourite app by far but it's not worth the risk.,C Lewis,485c567b-f878-4a3f-9070-a1410ef8dfd4,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,3,203,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7058,"My daughter absolutely loves this app. But as others have said, it doesn't load on her Fire tablet using a hotspot. I've been paying the monthly subscription, but at this point I'm cancelling until there is proof this issue has been fixed. What a shame.",Stacey,e98089be-ebbe-4936-a440-6bcc4875724b,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,2,211,0,Payment and Ads,Find Your Fun,Educational,Everyone,False
7059,"Dude, my 2 year old brother was so excited to play this game, but when we downloaded it, just about everything costs money. If it was free, it would be so cool, but seriously, with only five repetitive options, it's kinda lame.",Elizabeth Marie,445bf1ff-aa14-479c-ab7d-9c255f48095d,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,101,1,Praise and Comparisons,Find Your Fun,Educational,Everyone,False
7063,Not that great because almost everything is locked. I dont think you need a subscription thing to get the activities you want. Also there is like 2 or less free activities available.,Candy “cute” sama,0baddfe3-614f-4d1d-b5a8-9089cce5343f,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,2,110,3,Graphics & Gameplay,Find Your Fun,Educational,Everyone,False
7067,Paid for subscription. the app is not reflecting it. Took money even though Google said it was unable to complete the transaction. Will be contacting developers to get my money back.,Katherine Bowne,c59d26ec-8d32-4d1c-837e-c86ef68a2507,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,136,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7073,"I bought the content to unlock all the games for my daughter's tablet (when that was available, before the subscription). Then her tablet got broken. We got her a new one & installed the game on her new tablet with the same account it was downloaded on. It's saying we have to either pay $7/month or $50/year for a subscription. There's no option to restore my purchase. Zero stars would be given if they allowed it.",Jasper Lamb,c0d8f0b6-b355-4e45-b244-8dd212532006,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,232,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7089,"Game does not load and can't even get to main menu. I have downloaded, and purchased a year subscription, on my phone and when trying to download the game again onto my daughter's device the app will not load so she cannot play. I have cleared cache of the app and of the play store app, reinstalled the app, and restarted my phone. Nothing works. Ridiculous to pay money and not be able to use the product.",Kristen Rivera-Valentin,c9231220-40aa-4f3c-a55a-252bb1a76a60,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,318,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7098,"Extremely both incredibly easy to utilize and explore on both your own end, but more importantly, it was ultimately exactly just as simple and clearly understood the clearly expressed, and reiterated quite well as to myself and my newly turned 3 little young son Jordan",Aubrey,309258b6-e16d-4fe9-bdc3-6b3efa36d2c5,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,5,129,3,Graphics & Gameplay,Find Your Fun,Educational,Everyone,False
7099,Great game! So much fun! My daughter loved this game but I opted not to renew our yearly subscription as my daughter doesn't play it as much anymore now that she is older. She still loves it but I can't warrant the sub cost VS the amount she plays. Wish I could easily pay to unlock the full version forever like other games.,amymzed,6c245560-30f7-4196-9ccb-10b6a2df4d89,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,5,180,1,Praise and Comparisons,Find Your Fun,Educational,Everyone,False
7115,"Problem with sound, all sound goes off after a few minutes of playing. Please fix as paying a subscription for an app thats not working.",Sarah Woods,a01ea7e6-2ee9-4dcf-9b42-e9a53740b8c0,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,159,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7117,"Horrible to switch between devices. I've had such issues with this app switching between my daughter's tablet and my phone. It's all the same google play account and other apps do not have this issue. I've also had so much trouble with the subscription service. It began as 6.99 a month and then switched to 2.49 a month, then 0.00 and now it wants to charge 6.99 again to subscribe. What gives?! Its so frustrating that I'm constantly kicked off the subscription because the price changes.",Cassandra Kurth,17aca728-6750-451d-aaec-e57a57e6f267,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,2,788,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7118,It's a nice app but my child grew out of the games very quickly- they're way to easy. The price they charge for one year should be enough for lifetime access. Changing the theme a couple times a year isn't a justifiable excuse to charge such an excessive amount.,Breanna,ef9cffbe-2e88-4587-9dc6-aa58cf7b6ca8,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,3,372,0,Payment and Ads,Find Your Fun,Educational,Everyone,False
7119,"My lo loves the games and he does have a monthly subscription. However there are a number of bugs that ruin his fun. For example when you minimise the app and then reopen, the sounds turns off and there's no way of turning it back on without closing and reopening the app.",Nico leta,d4e5d366-ff64-468a-ad65-335ae2b84e20,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,4,390,2,Issues Concerns,Find Your Fun,Educational,Everyone,False
7132,"Very little content. There is very little you can get for free. I honestly expected more. There are like a few things to do in play and learn, one thing in create, and like one single video, which is a teaser. I would like it better if there was more to do for free. The hamster game, the shape game, and the dress up game are like the only games, but they are fun. I don't really like the fact that you can only get a teaser in the video section. I hope this game is better in future updates. 😃",Bushra Zeb,1987f257-6cbc-4925-a824-ff84838d146f,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,2,137,3,Graphics & Gameplay,Find Your Fun,Educational,Everyone,False
7133,"This game is a waste of time and space. What's the point of it being a free download when you basically need to PAY for everything. Only 2 games are open the rest you have to download, sorry, buy! Then it's the same with videos. What a moneymaking rip-off ....",Anusha Roopram,95be88c4-2a75-4eff-88be-ecdd0728f8b2,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,223,0,Payment and Ads,Find Your Fun,Educational,Everyone,False
7156,"The value of the app is not matching the price! Even the yearly subscription is overpriced! They say they are updating the game regularly bringing in new content. There is NO NEW CONTENT, they just changing the theme on the app and bringing in new videos. Well, thank you, I think we can watch Peppa for free basically anywhere. And I didn't even mentioned the bugs... My 2 years old daughter gets bored with it real quick.",Zsolt Kaszas,c2ac8591-be25-4548-a3dd-1f06d2ebf0fe,World of Peppa Pig: Kids Games,com.peppapig.worldofpeppapig_g,1,137,1,Praise and Comparisons,Find Your Fun,Educational,Everyone,False
